"","site_id","name_of_wa","x","y","project_id","project__1","Type","Type2","geometry","ws_area","ws_perim","river_length","burn_pct","sever1_pct","sever2_pct","sever3_pct","sever4_pct","sever5_pct","lu_water_pct","lu_agri_pct","lu_other_pct","lu_urban_pct","lu_wetland_pct","slp_mean","slp_median","slp_std","slp_max","slp_min","aspect_mean","aspect_median","aspect_std","aspect_max","aspect_min","ELEV","PRECIP","wetland_area","wet_burn_pct","burned"
"63","NBS.07","Diamond Fork",-111.3922008,40.07501125,"MegaFire","Megafire",3,"Natural","POINT (466559.4548370953 4436155.804525171)",275238007.7,88736.33994,369249.0122,3.719181113,0.803086761,2.121509325,1.354718424,0.242953364,0.057550191,0.01184697,0,0.09281269,0.025634852,0,19.58157539,19.29847527,8.681191444,66.39631653,0.007072794,192.4254761,198.826004,99.72415924,359.9997559,0,7360,25.2,2184234.693,3.54014711,FALSE
"64","NBS.09","Diamond Fork",-111.3547799,40.08411412,"MegaFire","NBS",1,"Natural","POINT (469754.233111834 4437152.76071366)",101000443.2,47498.83578,125516.0428,0,0,0,0,0,0,0.000999794,0,0,0,0,18.40667152,18.1198349,8.306674004,66.39631653,0.010983949,200.9799194,207.1039581,101.5708084,359.9996338,0,7510,25.7,820900.3443,0,TRUE
"65","NBS.10","Firstwater Creek",-111.3551473,40.0837091,"MegaFire","Megafire",1,"Natural","POINT (469722.7309477628 4437107.931611806)",44218183.79,39247.14258,61567.19537,0,0,0,0,0,0,0,0,0,0,0,19.40363693,18.76544762,8.834439278,58.38531876,0.066109844,186.9361115,201.6370239,99.97118378,359.999176,0,7480,23,378879.334,0,TRUE
"66","NBS.08","Diamond Fork",-111.35435,40.08499,"MegaFire","NBS",2,"Natural","POINT (469791.2714476676 4437249.830513782)",92829731.86,55523.82082,134364.817,1.777124599,0.750406132,1.314665006,0.327696735,0.134762858,0.017451305,0.012470345,0,0,0.004843353,0,19.56957054,19.37920761,8.498274803,55.2070694,0.007072794,184.3196106,183.2489319,95.31365967,359.9997559,0.000625384,7390,26.3,693522.2554,1.653025465,FALSE
"67","NBS.11","Diamond Fork",-111.3389102,40.11431423,"MegaFire","NBS",1,"Natural","POINT (471119.9775411311 4440499.470949161)",84125562.84,49037.73596,119836.0113,0.67185286,0.231083149,0.21182622,0.311320354,0.148706286,0,0.013760606,0,0,0,0,19.0895977,18.75030899,8.395669937,54.27940369,0.007072794,186.1356506,186.8173676,95.53539276,359.9993591,0.000625384,7490,26.8,624617.1841,0.058168094,FALSE
"68","NBS.37","Lake Fork",-111.47304,39.98275,"MegaFire","mixedbaselinecitsci",1,"Natural_B","POINT (459612.1906116955 4425949.104132535)",117295181.4,57472.6179,126639.836,52.05712566,7.303113303,16.35949556,24.54346346,11.15416664,0.409735502,0.056947569,0.191503149,0.039112735,0.016866087,0,22.84492302,23.5033989,8.101164818,68.97563171,0,186.7336578,190.9436951,107.8747711,359.9998169,0,7310,21.1,919739.8809,57.08999551,FALSE
"69","NBS.78","Peetneet Creek",-111.7321024,40.06496695,"MegaFire","SummerSample2019",7,"Urban","POINT (437567.9127082399 4435224.028437736)",218540321.2,70905.36035,190986.8191,21.730269151,3.105971458,6.107751616,8.29082702,7.331690515,0.030886749,0.334441719,13.4810577,3.094068253,16.89913007,0.104236623,15.50310802,11.72445965,13.18570709,69.10759735,0,210.1356506,264.2967834,124.8440323,359.9996948,0,7260,27.4,1602790.8,28.00742934,FALSE
"70","NBS.40","Blind Canyon",-111.5364484,39.94886146,"MegaFire","SummerSample2019",1,"Natural_B","POINT (454175.6493916913 4422218.447675752)",18107326.48,21110.1208,20318.55931,90.52026549,7.684182432,23.73348714,47.38744845,19.3993299,0.034792547,0,0,0,0,0,20.35075951,20.39531517,7.329586506,51.42721558,0.04739299,210.3119507,231.8239441,106.2161407,359.9969788,0,7250,17.6,139766.6984,99.96481996,FALSE
"71","NBS.01","Spanish Below Lake",-111.4941454,39.99362217,"MegaFire","SummerSample2019",5,"Natural_B","POINT (457816.8637630116 4427165.587122404)",609469192.6,132100.0604,767274.2824,28.246070858,3.564593627,8.14810668,12.79305024,7.304913938,0.27363155,0.048082255,0.078734649,0.19030681,0.099585143,0.128665023,19.03517914,18.67777824,8.86869812,68.97563171,0,187.8024292,189.4076538,107.6561432,359.9998169,0,7320,20.3,5078047.291,29.77363905,FALSE
"72","NBS.66","North Creek",-111.8053266,39.85651582,"MegaFire","SummerSample2019",1,"Natural","POINT (431114.4744335275 4412141.675694333)",11026876.66,16759.93779,10292.18977,0.2040469,0.057133132,0.138751892,0.065295008,0,0.008161876,0,0,0,0,0,31.48439217,32.46756744,11.92543697,74.14063263,0.211881876,203.7950134,204.0358887,99.05511475,359.9985962,0.002046415,8720,29.7,65703.0828,0,FALSE
"73","NBS.63","Coal Pit Creek",-111.6933335,39.97348694,"MegaFire","SummerSample2019",3,"Natural","POINT (440795.1071622875 4425044.006431216)",53016650.67,30585.67683,66994.48666,55.35808021,8.947943599,16.23904923,21.05678095,18.06225003,0.016975799,0.494795089,0,0,0.318871759,0,16.65773582,14.55931664,9.803670883,62.34035492,0,175.4775238,179.2474976,118.4197617,359.9986572,0,7630,27.2,482138.1841,62.75766956,FALSE
"74","NBS.39","Crab Creek",-111.51765,39.9672,"Megafire",NA,1,"Natural","POINT (455793.2937124104 4424244.36080463)",19569144.16,24723.62183,25055.28897,74.73959966,10.68825485,30.18374208,32.14754794,12.40830964,1.67866309,0,0.007851772,0,0,0.061109574,23.40149879,23.67120171,9.894148827,58.37644958,0.096571244,145.0402527,141.0727844,84.82201385,359.9954529,0.008279196,7170,17.6,180672.1107,93.03635015,FALSE
"75","NBS.36","Indian Creek",-111.20081,39.94292,"Megafire",NA,1,"Natural","POINT (482845.6285359937 4421440.561678108)",23979020.72,23223.18014,31785.62598,0,0,0,0,0,0,0,0,0,0,0,19.56946564,19.13748169,7.919384003,50.02906036,0.098882973,222.4659729,228.2298279,91.29081726,359.999176,0,7860,21,181114.5373,0,TRUE
"76","NBS.101","HotSpring sampling site",-111.9,40.353056,"Megafire",NA,0,"Lake","POINT (423573.8577920904 4467332.185761633)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","NBS.102","JordanRiver",-111.898816,40.356824,"Megafire",NA,20,"Lake","POINT (423678.652074289 4467749.408958948)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"78","NBS.110","SpanishFork_Downstream",-111.73084,40.15788,"Megafire",NA,13,"Urban","POINT (437760.3259231893 4445535.925599125)",1757940277,287324.7977,2245851.269,25.045987382,5.118450335,9.207087528,10.78976928,5.049130574,0.678913849,0.095852173,2.970441723,1.832343023,1.939766196,0.279242168,18.1958847,17.85591507,9.982970238,70.42533875,0,186.3638458,187.8276978,104.2669754,359.9998169,0,NA,NA,15328228.28,29.90822267,FALSE
"79","NBS.103","DryCreek2_Downstream",-111.851094,40.404816,"Megafire",NA,2,"Urban","POINT (427782.2516594116 4473036.423313865)",114526494.5,51760.30138,157983.6539,0,0,0,0,0,0,0.113399657,2.958075918,7.172088593,22.90909231,0.711064137,17.48162079,16.67728424,13.15782452,75.93760681,0,203.0093079,202.2675476,74.35498047,359.9995422,0,NA,NA,1091549.651,0,TRUE
"80","NBS.104","SpringCreek2",-111.835193,40.364933,"Megafire",NA,2,"Urban","POINT (429089.7164861932 4468596.558320913)",189455616.3,94490.26074,183592.9647,0,0,0,0,0,0,0.296118592,2.111709308,0.308227596,13.260607,0.250308487,23.45385361,24.40121651,14.63860703,79.77076721,0,181.4431,186.7975769,93.32920837,359.9996643,0,NA,NA,1169633.698,0,TRUE
"81","NBS.105","AmericanFork_Downstream",-111.801815,40.343404,"Megafire",NA,2,"Urban","POINT (431902.0189166374 4466180.643432532)",274896482.1,85851.95015,250916.1892,0,0,0,0,0,0,0.354825578,4.118433446,0.494652261,20.99809334,0.242466443,20.46702003,20.80742073,15.01050949,79.77076721,0,194.7019043,205.2344666,86.50187683,359.9996643,0,NA,NA,1837836.938,0,TRUE
"82","NBS.107","AmericanFork_Upstream",-111.752765,40.432284,"Megafire",NA,1,"Natural","POINT (436151.9162744856 4476009.665695359)",155656557.1,67006.56678,167803.0201,0,0,0,0,0,0,0.22443922,0,0,0.153312862,0.002759074,27.45877647,27.19878769,12.02622318,79.77076721,0,174.7585144,170.572998,99.60688019,359.9996643,0,NA,NA,938301.9537,0,TRUE
"83","NBS.106","DryCreek2_Upstream",-111.757633,40.476444,"Megafire",NA,1,"Natural","POINT (435781.0701154935 4480914.977675157)",25020092.75,23774.83748,34642.51635,0,0,0,0,0,0,0.058144118,0,0.239080836,0.617304489,0,26.09414101,25.93247223,10.40146351,73.94026184,0.100553922,219.1153564,217.8020477,72.85119629,359.9957581,0.015286602,NA,NA,222141.06,0,TRUE
"84","NBS.108","ProvoRiver_Upstream",-111.643798,40.324872,"Megafire",NA,1,"Natural","POINT (445307.7057677397 4464014.02370231)",1706879209,272918.0863,1967171.525,0,0,0,0,0,0,1.722643637,4.374118022,1.361481678,4.24844494,0.392940236,15.54842663,13.64826107,10.87186813,79.39516449,0,188.8604431,199.962677,104.0983582,359.9998169,0,NA,NA,13834618.67,0,TRUE
"85","NBS.109","ProvoRiver_Downstream",-111.731527,40.238067,"Megafire",NA,3,"Urban","POINT (437775.166377139 4454436.806578446)",1777183201,291659.0841,2029253.441,0,0,0,0,0,0,1.676813189,4.379745347,1.351368155,5.469987434,0.418516247,15.59849358,13.65091419,11.08421993,79.39516449,0,189.6255798,201.5861053,103.4504089,359.9998169,0,NA,NA,14485904.54,0,TRUE
"86","UL2",NA,-111.767511,40.23813,"Megafire",NA,20,"Lake","POINT (434714.293388035 4454469.666362162)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"87","UL3",NA,-111.802821,40.29569,"Megafire",NA,20,"Lake","POINT (431768.5573676229 4460885.25243099)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"88","UL4",NA,-111.817787,40.333383,"Megafire",NA,20,"Lake","POINT (430535.2085337798 4465080.739409176)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"89","UL5",NA,-111.870837,40.339752,"Megafire",NA,20,"Lake","POINT (426035.8509453763 4465830.673321196)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"90","UL6",NA,-111.854291,40.300568,"Megafire",NA,20,"Lake","POINT (427399.2492565778 4461467.615744081)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"91","UL7",NA,-111.827051,40.237506,"Megafire",NA,20,"Lake","POINT (429648.9477573316 4454445.932427337)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"92","UL8",NA,-111.803333,40.180278,"Megafire",NA,20,"Lake","POINT (431609.0119597625 4448075.306096934)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"93","UL9",NA,-111.777287,40.16916,"Megafire",NA,20,"Lake","POINT (433815.6676515898 4446821.524915664)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"94","UL10",NA,-111.891939,40.131569,"Megafire",NA,20,"Lake","POINT (424011.1395388643 4442740.835407387)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"95","UL11",NA,-111.8959,40.11792,"Megafire",NA,20,"Lake","POINT (423658.405113931 4441229.25944938)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"96","UL1",NA,-111.71886,40.18091,"Megafire",NA,20,"Lake","POINT (438801.2786012151 4448083.814907022)",7637979503,622653.8967,8208193.077,6.719805935,1.352749113,2.444429183,2.850667508,1.424709244,0.158342923,5.461522012,8.284298666,5.205580429,6.854508018,0.715656209,14.12662029,12.06138802,12.12993813,80.24620819,0,184.1575623,186.105957,103.2470245,359.9998779,0,NA,NA,56324955.76,9.136512316,FALSE
"97","PaysonWWTP",NA,-111.731514,40.0611458,"Megafire",NA,0,"Urban","POINT (437614.6060654068 4434799.495033726)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","SalemWWTP",NA,-111.6857376,40.0678978,"Megafire",NA,0,"Urban","POINT (441524.403155459 4435517.841062746)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","SpanishForkWWTP",NA,-111.6518707,40.1376343,"Megafire",NA,0,"Urban","POINT (444469.1693643435 4443236.432750314)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","SpringvilleWWTP",NA,-111.6188583,40.1761398,"Megafire",NA,0,"Urban","POINT (447311.2320311226 4447490.220642876)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ProvoWWTP",NA,-111.6520996,40.2092171,"Megafire",NA,0,"Urban","POINT (444508.0072194186 4451181.891558823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","TimpanogosWWTP",NA,-111.7767639,40.3367958,"Megafire",NA,0,"Urban","POINT (434023.2184320916 4465428.16839435)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","OremWWTP",NA,-111.7443008,40.2769318,"Megafire",NA,0,"Urban","POINT (436724.7955201784 4458759.71214772)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
